Unnamed: 0,author,comment,published_at,cleaned_comment,sentiment,emotion,hate_speech,irony
414,@dolldagger309,And the smallest cave you can find MrBeast,2024-09-18T20:37:20Z,smallest cave find mrbeast,NEU,others,[],ironic
415,@dolldagger309,How did he find a Cave,2024-09-18T20:36:51Z,find cave,NEU,others,[],not ironic
416,@ducks717,when am I gonna get my cookie,2024-09-18T20:11:03Z,gon na get cookie,NEU,others,[],not ironic
417,@naokishirosawa4682,7 días en una cueva debajo del mar,2024-09-18T19:48:12Z,dia en una cueva debajo del mar,NEU,others,[],not ironic
418,@engineer912,bro you need to upload this video in 4k just for once please,2024-09-18T19:32:25Z,bro need upload video k please,NEU,others,[],not ironic
419,@mahdiaghazadeh-i1y,"Hi Jimmy, I am Iranian and you are great, keep going❤",2024-09-18T19:32:02Z,hi jimmy iranian great keep going,POS,joy,[],ironic
421,@JohnGeiseb-k9r,Try staying 7 days underwater,2024-09-18T19:10:13Z,try staying day underwater,NEU,others,[],not ironic
422,@ROBLOXIANGIRL-i9z,Thank god u survived day 7,2024-09-18T18:59:55Z,thank god u survived day,POS,joy,[],ironic
424,@_martins.r8590,A voz dele e a mesma do Sheldon Cooper de the big bag theory,2024-09-18T18:13:59Z,voz dele e mesma sheldon cooper de big bag theory,NEU,others,[],not ironic
425,@sanjanaghorpade6113,"Why are you not with man vs wild , like come on you need bear grills 🥹🤧🤧🤧",2024-09-18T17:27:11Z,man v wild like come need bear grill,NEU,others,[],not ironic
426,@Wanther-cl8zk,This is Mr.Beast TV,2024-09-18T17:08:35Z,mrbeast tv,NEU,others,[],ironic
427,@montserratantoninoestrada5136,Mister vat ya me suscribe puedo participar en tus juegos,2024-09-18T17:05:16Z,mister vat ya suscribe puedo participar en tus juegos,NEU,others,[],not ironic
428,@faizanali-p1f1j,Mr Bean bhai mujhe bhi festival bhej do,2024-09-18T16:53:54Z,mr bean bhai mujhe bhi festival bhej,NEU,others,[],not ironic
429,@BokangKhoza,Stranded in the wildlife for 7 days 😮😮,2024-09-18T16:48:56Z,stranded wildlife day,NEU,others,[],ironic
430,@arturfds8705,Mano o editor desse cara….,2024-09-18T16:45:31Z,mano editor desse cara,NEU,others,[],not ironic
432,@RidoyDas-b9r,Oh my good 😮😮,2024-09-18T16:21:11Z,oh good,POS,others,[],ironic
434,@SohagkhansohagSohagkhansoh-s8i,I love this video ❤❤❤,2024-09-18T16:14:16Z,love video,POS,others,[],ironic
435,@SheriSmith-ow3sl,TURN UP MR BEAST,2024-09-18T16:12:49Z,turn mr beast,NEU,others,[],ironic
436,@samuelcadigal8373,"Mr Beast,,, i hope you can give me iphone thats my dream phone🙏🙏🙏god Bless you and your Team🙏🙏🙏",2024-09-18T16:10:38Z,mr beast hope give iphone thats dream phonegod bless team,POS,joy,[],not ironic
437,@blackandwhitegamer9862,No one can beat Mrbeast,2024-09-18T15:42:43Z,one beat mrbeast,NEU,others,[],not ironic
438,@Swiftieditmaker,Knowing him his next video is gonna be climbing Mount Everest,2024-09-18T15:23:08Z,knowing next video gon na climbing mount everest,NEU,others,[],not ironic
439,@Swiftieditmaker,Knowing him his next video is gonna be climbing mount Everest,2024-09-18T15:22:18Z,knowing next video gon na climbing mount everest,NEU,others,[],not ironic
440,@DanFigurePlay,Roblox doors in real life,2024-09-18T15:19:34Z,roblox door real life,NEU,others,[],not ironic
441,@Cutebrothers1,Please gave me a car 😓😢😭,2024-09-18T14:45:32Z,please gave car,NEU,others,[],not ironic
442,@DanyellSkinnerCrier,mr beasty ohhhhhhhhhhhhhhhhh🤣🤣🤣🤣🤣,2024-09-18T14:34:30Z,mr beasty ohhhhhhhhhhhhhhhhh,NEU,others,[],ironic
443,@MizanurRahman-h3b,"Bro I watch your videos all the time, enjoy a lot, it is not possible for me to meet you, I also want to win a lot of money by playing like everyone else, I need some money can you help me in any way",2024-09-18T14:31:54Z,bro watch video time enjoy lot possible meet also want win lot money playing like everyone else need money help way,POS,others,[],not ironic
444,@asksbj6503,"I really need an S24 phone, I hope I will be one of those winners",2024-09-18T14:23:37Z,really need phone hope one winner,NEU,others,[],not ironic
445,@MR-AI-g7l,MrBeast vs CristianoRonaldo😮,2024-09-18T14:07:42Z,mrbeast v cristianoronaldo,NEU,others,[],not ironic
446,@ArhamHamid2015,I m your big fan I like your videos.I m 10 years old from Pakistan.,2024-09-18T14:02:22Z,big fan like videosi year old pakistan,POS,others,[],ironic
447,@Jarina2055,Mr. Besh. Good,2024-09-18T14:01:12Z,mr besh good,POS,others,[],ironic
448,@AbigailKnudson,You should bring your stuff to bee’s market place,2024-09-18T13:58:53Z,bring stuff bee market place,NEU,others,[],not ironic
449,@JuniDing,"Itu mempertaruhkan nyawa 😢
 








1:35",2024-09-18T13:24:04Z,itu mempertaruhkan nyawa,NEU,others,[],not ironic
450,@nguyenvanminh5037,"Next time hope you visit Son Doong cave in Vietnam, the biggest one in the world❤❤❤",2024-09-18T13:18:24Z,next time hope visit son doong cave vietnam biggest one world,POS,others,[],not ironic
452,@Bronxaus,Man that Ai voice is quite obvious 😅,2024-09-18T12:24:12Z,man ai voice quite obvious,NEU,others,[],ironic
453,@kentmartobatay1251,THE BEST VIDEO EVER MADE!,2024-09-18T12:18:54Z,best video ever made,POS,joy,[],ironic
454,@SaqeelaMehmood,Do 50 hours challenge in astola island,2024-09-18T11:34:44Z,hour challenge astola island,NEU,others,[],not ironic
455,@SaqeelaMehmood,IAM your best 😢😢 subscriber😢😢😢,2024-09-18T11:33:17Z,iam best subscriber,POS,others,[],not ironic
456,@kavinduvidusha7821,I love that too much ❤,2024-09-18T10:36:13Z,love much,POS,joy,[],ironic
457,@Crimmastercomedy,Bro this is very hard stunt and very dengar and I really enjoyed this video 🎉🎉❤❤❤,2024-09-18T10:35:21Z,bro hard stunt dengar really enjoyed video,POS,joy,[],not ironic
458,@JaysonivlerjrQuilit,Yes mr beast 😅😅,2024-09-18T10:30:25Z,yes mr beast,POS,others,[],ironic
459,@احمدخالدعبدالرحمن-ت5د,I dare you to spacewalk,2024-09-18T09:59:14Z,dare spacewalk,NEU,others,[],not ironic
460,@lexisdramashow.312,"Get stranted in a haunted mansion for 1 week 
pls pick my idea it's always been a big hope for me",2024-09-18T09:20:15Z,get stranted haunted mansion week pls pick idea always big hope,POS,others,[],ironic
461,@Aaffuukhan,That's great 😃👍🏻,2024-09-18T09:19:25Z,thats great,POS,joy,[],ironic
462,@GhulamShabbir-jn8tw,Mr beast 10k mana ap ko Subscribe keia hi,2024-09-18T09:12:07Z,mr beast k mana ap ko subscribe keia hi,NEU,others,[],not ironic
464,@theashudube,Thanks for 48 Subscribers ❤ God bless you friends may your mom and dad live long enough to witness your success...😌,2024-09-18T08:20:00Z,thanks subscriber god bless friend may mom dad live long enough witness success,POS,joy,[],not ironic
466,@maanomeemo,Mr Beast i want to meet you,2024-09-18T07:58:38Z,mr beast want meet,NEU,others,[],not ironic
469,@nildadesousa6375,I will never do this 😮,2024-09-18T07:04:53Z,never,NEU,others,[],not ironic
470,@mdniyamot3688,Mr Beast ❤give me some dollars,2024-09-18T06:52:21Z,mr beast give dollar,NEU,others,[],not ironic
471,@mdminnatullahansari5967,Pls MR beast you can help me i can very poor I am from india 😢😢😢😢,2024-09-18T06:45:05Z,pls mr beast help poor india,NEU,others,[],not ironic
472,@claudializethlizarragajacq6009,Messi or ronal😂😅😮,2024-09-18T05:48:21Z,messi ronal,NEU,others,[],not ironic
473,@JdHermogenes,They struggling but the camera man 😂 just chilling and the survivalist,2024-09-18T05:32:08Z,struggling camera man chilling survivalist,NEU,others,[],ironic
474,@Aadhi24gamer,Thanks for 50 subscribers❤,2024-09-18T05:21:43Z,thanks subscriber,POS,others,[],ironic
475,@김춘택-q9c,샷아웃 to Day 6!!,2024-09-18T05:01:35Z,day,NEU,others,[],not ironic
476,@Crazyanimeboy-i9g,24 hour in car,2024-09-18T04:46:55Z,hour car,NEU,others,[],not ironic
477,@DangTrungNguyen1,Tôi là người đầu tiên chắc xem hết mọi clip anh ấy.,2024-09-18T04:13:55Z,toi la nguoi au tien chac xem het moi clip anh ay,NEU,others,[],not ironic
478,@joannapatra7431,"With my anxiety and panic attacks... it's a big fat nooooo from me ...
But i would love to try the 100 day challenge ❤",2024-09-18T03:58:31Z,anxiety panic attack big fat nooooo would love try day challenge,NEU,fear,[],not ironic
479,@matthewmendez4171,I have a good idea for the next video. Survive 100 days in a space station located on the outer atmosphere of the planet 😂😂😂,2024-09-18T03:21:08Z,good idea next video survive day space station located outer atmosphere planet,POS,others,[],ironic
480,@rorybear3332,"""Who needs a hair dryer when you have a drone""
Me: literally drying my hair with my fan",2024-09-18T03:18:55Z,need hair dryer drone literally drying hair fan,NEU,others,[],not ironic
481,@charlesalexandrepreissler5023,Muito fã seu venho humildemente te pedir uma oportunidade,2024-09-18T03:01:45Z,muito fa seu venho humildemente te pedir uma oportunidade,NEU,others,[],not ironic
482,@Kashifali-xx7cj,Nice 🎉❤❤❤❤,2024-09-18T02:53:03Z,nice,POS,others,[],ironic
483,@geriadrian5819,Mr.beand . I LOVE YOU . I INDONESIA,2024-09-18T02:51:37Z,mrbeand love indonesia,POS,others,[],not ironic
484,@ThomasBates-h9f,"We, you got, I know, Mr. Beast. You guys should do an extreme obstacle course. The extreme well, one in the world",2024-09-18T02:17:48Z,got know mr beast guy extreme obstacle course extreme well one world,NEU,others,[],not ironic
485,@ThomasBates-h9f,Mr. Beast. I'm your biggest thing yesterday. I ate your dark chocolate like my favorite.You're so cool,2024-09-18T02:04:21Z,mr beast im biggest thing yesterday ate dark chocolate like favoriteyoure cool,POS,others,[],ironic
486,@Tahmid1hkkbgjnfvj,Cr7 are going😊😊😊,2024-09-18T01:31:35Z,cr going,NEU,others,[],not ironic
488,@Dagon-h2q,Karl is very special,2024-09-18T01:09:04Z,karl special,POS,others,[],ironic
489,@RicardoEloyFuentesFernandez,Mr beast the best❤❤😊,2024-09-18T00:55:55Z,mr beast best,POS,others,[],not ironic
490,@freaktaldj,"WE, PORTUGUESE PEOPLE NEED YOUR HELP! WE ARE IN FIRE SINCE ONE WEEK AGO AND IN A LOT OF CITIES OF NORTH 🇵🇹. PLEASE DO WHAT YOU KNOW HOW TO DO, HELP PEOPLE 😭",2024-09-18T00:45:16Z,portuguese people need help fire since one week ago lot city north please know help people,NEU,others,[],not ironic
491,@KIKO-n6m,Nah dont tell me mr beast became a cave man 😅,2024-09-18T00:17:17Z,nah dont tell mr beast became cave man,NEU,others,[],not ironic
492,@GoldenWheel-ed9tr,Survive in a tree house for a year,2024-09-18T00:00:04Z,survive tree house year,NEU,others,[],not ironic
493,@ZachPondexter-d8n,Hey mrbeast I'm a really big fan and I know you live in America so I want to wish you could come bring me and my family a Lamborghini,2024-09-17T23:39:26Z,hey mrbeast im really big fan know live america want wish could come bring family lamborghini,POS,others,[],not ironic
494,@Tanaz-dw9rk,"Hi
Dear mr beast I actually watch your videos
You are amazing but I'm from Iran and I need translation 
So I watch your video from porya west channel 
I'm not good at English but I think you know what did I say 
Thank you",2024-09-17T22:50:10Z,hi dear mr beast actually watch video amazing im iran need translation watch video porya west channel im good english think know say thank,POS,others,[],not ironic
495,@vpnn-tt6ty,J'adore t'es vidéos,2024-09-17T22:34:30Z,jadore te video,NEU,others,[],not ironic
496,@bruno-qc7zm,"this man makes everything, toys, videos and challenges literally everything",2024-09-17T22:28:38Z,man make everything toy video challenge literally everything,NEU,others,[],not ironic
497,@EliCamox,Hola Mr beast soy tu fan ❤😊,2024-09-17T21:57:41Z,hola mr beast soy tu fan,NEU,others,[],not ironic
498,@marilenemendes190,Eu gosto dos seus vídeos 🇧🇷,2024-09-17T21:56:48Z,eu gosto do seus video,NEU,others,[],not ironic
499,@LamakkaLyles-l3d,only ppl who love mrbeast they will like this commet,2024-09-17T21:17:35Z,ppl love mrbeast like commet,POS,others,[],ironic
500,@Manu.et.,Denle un laik,2024-09-17T21:16:04Z,denle un laik,NEU,others,[],not ironic
501,@MarissaBlinder,"Oh, I forgot to tell you that I am subscribed and I tried your new chocolate bar I also tried Karl’s gummy‘s",2024-09-17T21:01:34Z,oh forgot tell subscribed tried new chocolate bar also tried karls gummys,NEU,others,[],not ironic
502,@MarissaBlinder,"MrBeast, I think you should try surviving in the woods and by the way you’re the best YouTuber ever",2024-09-17T20:59:36Z,mrbeast think try surviving wood way youre best youtuber ever,POS,others,[],ironic
503,@BrezhnevReotshepileLeonidJowah,"If seen Mr beasts videos , there so cool , if I was in one with my friends, I wouldn't care about the money",2024-09-17T20:40:36Z,seen mr beast video cool one friend wouldnt care money,POS,others,[],ironic
504,@meerahussain321,"@mrbeast
 I want to be in your show.....take me or just wanna meet you before I die >> Greatest Fan of all time",2024-09-17T20:33:04Z,mrbeast want showtake wan na meet die greatest fan time,POS,joy,[],not ironic
505,@DavidionutClaici,cave! Carl: CAAAAAAVEEE! JIMMY:CAVE! CARL:CAAAAAAAVEEE,2024-09-17T20:20:31Z,cave carl caaaaaaveee jimmycave carlcaaaaaaaveee,NEU,others,[],not ironic
506,@Рыс-ю6щ,Minecraft Real life😂😂,2024-09-17T20:04:44Z,minecraft real life,NEU,others,[],not ironic
507,@SamsuddinMistry-oo6dw,MrBeast next challenge me please sir,2024-09-17T20:00:32Z,mrbeast next challenge please sir,NEU,others,[],not ironic
508,@marimendez5532,Por favor lleva fistabols a mexico😊,2024-09-17T19:53:30Z,por favor lleva fistabols mexico,NEU,others,[],not ironic
509,@HanaSalimi-su3lx,CR7=#1🥇,2024-09-17T19:46:09Z,cr,NEU,others,[],not ironic
510,@Matiases.,17:29 amo esa melodia,2024-09-17T18:55:23Z,amo esa melodia,NEU,others,[],not ironic
511,@PratigyaOliya,Your content is good,2024-09-17T18:53:57Z,content good,POS,joy,[],not ironic
512,@Meyuume,Love chandler. ❤,2024-09-17T18:24:41Z,love chandler,POS,joy,[],ironic
513,@DorraHamrouni-m1u,Who is your favorit mr beast'members,2024-09-17T18:20:31Z,favorit mr beastmembers,NEU,others,[],ironic
514,@CamilaMorales-ef7gv,Quiero salir en un video,2024-09-17T18:04:38Z,quiero salir en un video,NEU,others,[],not ironic
515,@TOXIC-PLAYZ-0001,Thanks for 565 subscribers,2024-09-17T17:36:47Z,thanks subscriber,POS,others,[],ironic
516,@ShithilAhmed-l5f,Jimmy came to Bangladesh.,2024-09-17T17:26:41Z,jimmy came bangladesh,NEU,others,[],not ironic
517,@ChristianjrBiyeghe,hello lister beast,2024-09-17T17:17:58Z,hello lister beast,NEU,others,[],ironic
518,@FAK-e3w,"Mr. Twenty, I am here. Choose me, whatever challenge I am, you will see that I will win",2024-09-17T16:29:19Z,mr twenty choose whatever challenge see win,NEU,others,[],not ironic
519,@No1-u3c,Very nice you mrbeast,2024-09-17T15:57:47Z,nice mrbeast,POS,others,[],ironic
520,@No1-u3c,Good you're videos,2024-09-17T15:57:27Z,good youre video,POS,others,[],not ironic
521,@kahramankeser8698,100.000 bmw'de hayatta kalır 6:20 😊😊❤,2024-09-17T15:53:12Z,bmwde hayatta kalr,NEU,others,[],not ironic
522,@CRAZYSALMAN310,India love you like now,2024-09-17T15:51:24Z,india love like,POS,others,[],ironic
523,@cristiano.rorando-e1y,❤❤ veri nise,2024-09-17T15:41:21Z,veri nise,NEU,others,[],not ironic
524,@pheonix1993,Pls give my mom some money she got in a wreck a few weeks ago but she doesn’t have enough money to fix her car pls,2024-09-17T15:39:01Z,pls give mom money got wreck week ago doesnt enough money fix car pls,NEG,others,[],not ironic
525,@fatinamarug5636,Jimmy you shoude of brought mark rober,2024-09-17T15:35:21Z,jimmy shoude brought mark rober,NEU,others,[],not ironic
526,@Rachel_Laker,me playing minecraft...,2024-09-17T15:20:28Z,playing minecraft,NEU,others,[],not ironic
527,@meenakshidhiman9312,cr7 is here,2024-09-17T15:07:38Z,cr,NEU,others,[],not ironic
528,@PawanBhaiya7,I am big fan ❤❤❤❤❤,2024-09-17T14:57:38Z,big fan,POS,others,[],ironic
529,@TimelessLifeLessons,"Amazing , Enjoy watching. ❤😍",2024-09-17T14:57:02Z,amazing enjoy watching,POS,joy,[],ironic
530,@uttarakhandigaming2034,Your video is very very very amazing 😊 i am fen for you plz help me,2024-09-17T14:56:08Z,video amazing fen plz help,POS,others,[],not ironic
532,@HusenVahaluwala,I am like your video I like your videos ❤❤❤,2024-09-17T14:28:27Z,like video like video,NEU,others,[],not ironic
533,@youmiyoumi4368,"When u are sleeping in the bed u guys look like cocoons 
9:45",2024-09-17T13:51:29Z,u sleeping bed u guy look like cocoon,NEU,others,[],not ironic
534,@SanjidakhanKhan-j3n,Assalamualaikum Mr beast... please help me ...I am Bangladesh girl .I am poor girl,2024-09-17T13:46:12Z,assalamualaikum mr beast please help bangladesh girl poor girl,NEG,sadness,[],not ironic
535,@CrazyChannel.c,Maybe buy for me minecoins in Minecraft,2024-09-17T13:09:50Z,maybe buy minecoins minecraft,NEU,others,[],not ironic
536,@ignasredeckas7266,Make a shop with feasteables in Lithuania,2024-09-17T13:00:39Z,make shop feasteables lithuania,NEU,others,[],not ironic
538,@Dracula-w1r,MrBeast please give me 1 iphone i am your oldest subscriber,2024-09-17T12:46:50Z,mrbeast please give iphone oldest subscriber,NEU,others,[],not ironic
539,@Sapana7777,Awesome👌🔥,2024-09-17T12:44:33Z,awesome,POS,joy,[],ironic
540,@LevioFebrylian,My From Indonesia=aku dari Indonesia,2024-09-17T12:39:19Z,indonesiaaku dari indonesia,NEU,others,[],not ironic
541,@SweeteFreez,"I have a new idea for YouTube content that you and many of my followers will like. It is to visit Iraq, especially Karbala (Imam Hussein + Imam Abbas) and Najaf (Imam Ali), peace be upon them. I am sure that you will love this very much and will repeat it again because it is a place where all your worries will disappear and you will feel psychologically comfortable there. Your follower from Iraq",2024-09-17T12:33:44Z,new idea youtube content many follower like visit iraq especially karbala imam hussein imam abbas najaf imam ali peace upon sure love much repeat place worry disappear feel psychologically comfortable follower iraq,POS,others,[],not ironic
543,@kshitijgamerrock5486,feastables and toys',2024-09-17T12:17:17Z,feastables toy,NEU,others,[],ironic
544,@kshitijgamerrock5486,pls can you available them in India also,2024-09-17T12:16:54Z,pls available india also,NEU,others,[],ironic
545,@KamleshShah-ms4lz,Selection me please Mr beast,2024-09-17T12:06:16Z,selection please mr beast,NEU,others,[],not ironic
546,@BLACK__ff184,Thanks for 7 subscribers 😂,2024-09-17T11:36:54Z,thanks subscriber,POS,others,[],ironic
547,@EYmayargamingYT,you are super crazy,2024-09-17T11:25:36Z,super crazy,NEU,others,[],ironic
548,@NHAKHMER84,Ước anh qua việt nam để làm video khám phá việt nam 🎉❤❤❤,2024-09-17T10:52:55Z,uoc anh qua viet nam e lam video kham pha viet nam,NEU,others,[],not ironic
549,@PratamaArsya-m2j,"Bro, is it sold in Indonesia?",2024-09-17T09:54:55Z,bro sold indonesia,NEU,others,[],ironic
550,@cookshook1988,#Delicious food by Yasmeen,2024-09-17T09:45:12Z,delicious food yasmeen,POS,joy,[],ironic
551,@ROBBIN.bicycle.kick.master,I know survive In The Ocean with 10 giant sharks and we'll see if you survive or not,2024-09-17T09:29:23Z,know survive ocean giant shark well see survive,NEU,others,[],not ironic
552,@Unknown-l9e1u,"I heard you visited my home country, New Zealand?",2024-09-17T09:25:37Z,heard visited home country new zealand,NEU,others,[],ironic
553,@PhonLin-xv8ut,"Hello, I am from Cambodia, I want to respect you all.🇰🇭",2024-09-17T09:25:12Z,hello cambodia want respect,NEU,others,[],ironic
554,@nannyanen-WWW,Please buy a Tesla Model S Plaid for me.,2024-09-17T09:07:35Z,please buy tesla model plaid,NEU,others,[],ironic
555,@ナップル,I like Mr beast and I like the way he looks at me and I like him and,2024-09-17T08:49:57Z,like mr beast like way look like,NEU,others,[],not ironic
556,@aprilbacalso621,This is the coolest one 😊,2024-09-17T08:29:34Z,coolest one,POS,joy,[],ironic
558,@Adrixzcool,Was there actually a risk of death?,2024-09-17T08:14:56Z,actually risk death,NEG,others,[],not ironic
559,@SONU_B333,aaj mera birthday hai lekin zero subscriber hai,2024-09-17T08:14:32Z,aaj mera birthday hai lekin zero subscriber hai,NEU,others,[],ironic
560,@jackskrill2483,"so the toys r like the og trash pack how u put them in water, except this one u put the water in the tube, kinda cool",2024-09-17T08:11:10Z,toy r like og trash pack u put water except one u put water tube kinda cool,NEU,others,[],ironic
561,@MANERNIN,Next video: Try to contain yourself for 5 minutes in a playground,2024-09-17T07:58:40Z,next video try contain minute playground,NEU,others,[],not ironic
562,@yusron9615,Kameramen selalu selamat,2024-09-17T07:54:33Z,kameramen selalu selamat,NEU,others,[],not ironic
563,@PhetogoMothapo,Mr beast I am a gamer and I have a bad phone I would highly appreciate it if you could buy me a phone,2024-09-17T07:48:53Z,mr beast gamer bad phone would highly appreciate could buy phone,NEU,others,[],not ironic
564,@Gaming_x0ne,Yolo❤,2024-09-17T06:01:53Z,yolo,NEU,others,[],ironic
565,@Mitt_khs,I wanna see the behind the scenes for cameraman cus this is crazy,2024-09-17T05:14:57Z,wan na see behind scene cameraman cu crazy,NEU,others,[],not ironic
567,@mubeenshoozeb5869,ilove mrbeast,2024-09-17T04:33:30Z,ilove mrbeast,POS,joy,[],not ironic
568,@BabluMolla-h1k,Hi mistar deast ami apnar  video  sop ami dakha Amar  valo Laga i❤u  mistar deast,2024-09-17T04:23:39Z,hi mistar deast ami apnar video sop ami dakha amar valo laga iu mistar deast,NEU,others,[],not ironic
569,@Rajneesh_patel_tractor,Super bro👍👍,2024-09-17T04:04:09Z,super bro,POS,others,[],ironic
570,@asifkhan-so2zt,I miss You Mr Beast,2024-09-17T03:08:46Z,miss mr beast,NEU,others,[],not ironic
571,@ahsanaconstruction8905,7 days in a abandoned hospital ❤❤❤,2024-09-17T03:08:31Z,day abandoned hospital,NEG,sadness,[],not ironic
572,@BhaktiDarji.,I want to be in your video 🥹,2024-09-17T03:03:28Z,want video,NEU,others,[],not ironic
573,@Aryanyadav95996,Mr Beast please go to Mount Everest❤ 🥇🎖️🏅,2024-09-17T03:01:55Z,mr beast please go mount everest,NEU,others,[],not ironic
574,@Noctcx,How they pop🤣,2024-09-17T02:40:57Z,pop,NEU,others,[],not ironic
575,@tolistor3916,"Jemmy sir I see you from Bangladesh, I want to join your game there.",2024-09-17T02:19:29Z,jemmy sir see bangladesh want join game,NEU,others,[],not ironic
576,@ElSecrolaS,Cr7 el mejor siiiiuuuuu,2024-09-17T02:11:01Z,cr el mejor siiiiuuuuu,NEU,others,[],not ironic
577,@josseverdezoto1313,"It would be interesting to see a video by Mr. Beast where he does one of the special tests from 'Classroom of the Elite,' specifically the test that took place on the cruise. The paper would break down how the participants think.",2024-09-17T02:00:45Z,would interesting see video mr beast one special test classroom elite specifically test took place cruise paper would break participant think,NEU,others,[],not ironic
578,@amandapereira9546,Surgimento 100 days on ocean,2024-09-17T01:50:26Z,surgimento day ocean,NEU,others,[],not ironic
579,@linamrai3308,I'm poor man from Nepal 😢😢😢😢😢😢😢😢,2024-09-17T01:26:46Z,im poor man nepal,NEG,others,[],not ironic
580,@MariaAparecida-cy3qb,"I love Mr beast tubos prime 

I love love love love love Mr beas",2024-09-17T01:25:09Z,love mr beast tubos prime love love love love love mr beas,POS,joy,[],not ironic
583,@Athena_Cabin13,The way Carl was saying “Ca*voice crack*VE” while the camera was slowly zooming in on him got me dying 😂,2024-09-17T00:45:21Z,way carl saying cavoice crackve camera slowly zooming got dying,NEG,others,[],not ironic
584,@samirajesus6190,MrBeast eres el mejor ❤❤,2024-09-17T00:23:51Z,mrbeast eres el mejor,NEU,others,[],not ironic
585,@mbamchibuikejoel8469,This is crazy 😧😧 but seems fun to me 😅😅😅,2024-09-17T00:02:51Z,crazy seems fun,POS,others,[],ironic
586,@Piper651,"❤❤❤❤❤❤❤
I love your vids but I don't think that was the scariest thing you done before 😅😅
This stress me out",2024-09-16T23:25:16Z,love vids dont think scariest thing done stress,POS,others,[],not ironic
587,@USDan,Bro did any of you hear how Carl said cave😂,2024-09-16T23:17:57Z,bro hear carl said cave,NEU,others,[],not ironic
588,@evelingarcia5984,Hola mr beast me gustan tus chocolates estas ricos tienen un sabor rico❤😊,2024-09-16T23:07:50Z,hola mr beast gustan tus chocolate estas rico tienen un sabor rico,NEU,others,[],not ironic
589,@Thedramasisters-f1h,I am eating the Original chocolate feastable 😂😅🎉❤,2024-09-16T22:49:13Z,eating original chocolate feastable,NEU,others,[],ironic
591,@franciscopuigmorales6426,"Come on people lets get to 400,000,000",2024-09-16T22:08:57Z,come people let get,NEU,others,[],not ironic
592,@Abachajr,"Mr beast I'm from Nigeria, I want to be amongst your crew..",2024-09-16T22:02:22Z,mr beast im nigeria want amongst crew,NEU,others,[],not ironic
593,@wendyidelfonso1526,eu sou o único brasileiro desse vídeo,2024-09-16T21:56:28Z,eu sou unico brasileiro desse video,NEU,others,[],not ironic
594,@JackletscopexD,Thanks for exploring all the biomes! You should do the Trial Chambers next!,2024-09-16T21:35:26Z,thanks exploring biome trial chamber next,POS,others,[],ironic
595,@EsliAvina,Está en gualmar dime por favor mistervis 💙❤️🖤 te quiero mucho,2024-09-16T21:12:15Z,esta en gualmar dime por favor mistervis te quiero mucho,POS,others,[],not ironic
596,@BenOconnor-zb9jl,I bought the MrBeast toy,2024-09-16T21:10:25Z,bought mrbeast toy,NEU,others,[],ironic
597,@Teddy_the_gammerrr,This looks super scary,2024-09-16T21:09:15Z,look super scary,NEG,fear,[],ironic
598,@SayutiPang,i love you มิสเตอร์บีน ❤🙏🇹🇭,2024-09-16T20:35:10Z,love,POS,others,[],ironic
599,@axqshotsla,Pls don't eat me old man 😭,2024-09-16T20:27:23Z,pls dont eat old man,NEG,others,[],not ironic
600,@anwarbacha5196,Carzy guys but love,2024-09-16T20:21:20Z,carzy guy love,POS,others,[],ironic
601,@GhostOfficial-w8r,Joel looks like Nolan?,2024-09-16T20:20:58Z,joel look like nolan,NEU,others,[],not ironic
602,@dreamlab33,Shoutout for the smores idea?,2024-09-16T20:15:14Z,shoutout smores idea,NEU,others,[],ironic
603,@Ninjaking324,🏜Staying in a desert 😅,2024-09-16T20:01:35Z,staying desert,NEU,others,[],not ironic
604,@andjnajoesph,MrBeast if you see this can you please make me a rap artist and I am good at making music please if you see this please make it come true🥺🙏,2024-09-16T19:38:16Z,mrbeast see please make rap artist good making music please see please make come true,POS,joy,[],not ironic
605,@BesthindistoriesTv_83,Thanks for 10 subscribers,2024-09-16T19:35:00Z,thanks subscriber,POS,others,[],ironic
607,@andreeasandulescu2219,you should do minecraft,2024-09-16T18:40:12Z,minecraft,NEU,others,[],not ironic
608,@Astroexl,Hi mr beast my sister broke my phone and my tv so basically my dream is over in being a content creator,2024-09-16T18:36:53Z,hi mr beast sister broke phone tv basically dream content creator,NEG,others,[],ironic
609,@Rqndomasf,Bro is in minecraft,2024-09-16T18:17:01Z,bro minecraft,NEU,others,[],not ironic
610,@Noah-curran1234,W camera man he’s so brave mvp of the vid,2024-09-16T18:11:29Z,w camera man he brave mvp vid,POS,joy,[],ironic
611,@JetLagRecords,"MrBeast, Dude, your videos are fire. Wanna collab?",2024-09-16T18:08:26Z,mrbeast dude video fire wan na collab,POS,others,[],not ironic
612,@Factorehanofficial505,Oooo😮😮😮🎉🎉,2024-09-16T17:56:28Z,oooo,NEU,others,[],ironic
613,@Skill-e7h,Mrbeast top. I’m from Russia,2024-09-16T17:50:34Z,mrbeast top im russia,NEU,others,[],not ironic
614,@BijayMandal876,Thanks for 50 subscriber completed🎉🎉,2024-09-16T17:48:22Z,thanks subscriber completed,POS,joy,[],ironic
615,@ankkitray27,try Mount Everest trek I'm sure you gonna love that for lifetime,2024-09-16T17:32:14Z,try mount everest trek im sure gon na love lifetime,POS,others,[],not ironic
